0,0 3 ,# StmtLoop ,REDUCE,StmtLoop->$
121,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 85 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop FactorLoop ,REDUCE,FactorLoop->$
122,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 85 98 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop FactorLoop id ,SHIFT
123,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 85 98 108 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop FactorLoop id FTYPE ,REDUCE,FTYPE->$
124,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 85 95 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop FactorLoop Factor ,REDUCE,Factor->id FTYPE
125,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 84 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop Item ,REDUCE,Item->FactorLoop Factor
126,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 73 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop AddExpression ,REDUCE,AddExpression->ItemLoop Item
127,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 73 64 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop AddExpression > ,SHIFT
128,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 73 62 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop AddExpression Relop ,REDUCE,Relop->>
129,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ,REDUCE,AddExpressionLoop->AddExpressionLoop AddExpression Relop
130,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop ,REDUCE,ItemLoop->$
131,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 85 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop FactorLoop ,REDUCE,FactorLoop->$
132,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 85 97 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop FactorLoop ( ,SHIFT
133,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 85 97 60 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop FactorLoop ( AddExpressionLoop ,REDUCE,AddExpressionLoop->$
134,0 3 5 7 11 15 17 21 25 29 30 34 46 53 60 74 85 97 60 74 ,# StmtLoop int id FunctionBegin ( FormalParam ) SB_M { InternalStmt SentenceLoop if ( AddExpressionLoop ItemLoop FactorLoop ( AddExpressionLoop ItemLoop ,REDUCE,ItemLoop->$
